,country_home,country_checkin,user,language_home,language_checkin,same_language,distance,gdp_difference
0,afghanistan,belgium,1,dari,dutch,0,5400.722788524881,-28400.0
1,afghanistan,united arab emirates,1,dari,arabic,0,1684.9469727316412,-22500.0
2,afghanistan,united kingdom,1,dari,english,0,5707.038313338355,-27000.0
3,albania,hungary,1,albanian,hungarian,0,695.2176898179586,-9400.0
4,albania,spain,1,albanian,castilian,0,2143.897128520262,-17500.0
5,argentina,australia,1,spanish,english,0,11801.706353238313,-17800.0
6,argentina,chile,2,spanish,spanish,1,1174.8568642770504,1300.0
7,argentina,uruguay,1,spanish,spanish,1,202.9695971464619,-1600.0
8,australia,argentina,1,english,spanish,0,11802.626211008748,17800.0
9,australia,bahamas,1,english,azerbaijani,0,15249.371688901165,
10,australia,brazil,1,english,portuguese,0,15799.149986089094,21400.0
11,australia,brunei darussalam,1,english,,0,5073.06480057353,
12,australia,cambodia,1,english,khmer,0,7120.225022649949,27100.0
13,australia,canada,10,english,english,1,15277.809816219047,-800.0
14,australia,china,4,english,chinese,0,8258.094948377331,24000.0
15,australia,denmark,1,english,danish,0,16050.04368855501,-2100.0
16,australia,fiji,1,english,english,1,2672.007730568216,23200.0
17,australia,finland,3,english,finnish,0,15196.737465926844,1600.0
18,australia,france,6,english,french,0,16731.336404138114,1400.0
19,australia,germany,7,english,german,0,14374.895068410797,1400.0
20,australia,greece,1,english,greek,0,14296.290363506407,9000.0
21,australia,holy see (vatican city state),2,english,,0,16324.091734965066,
22,australia,hong kong,19,english,,0,7204.8299621597625,200.0
23,australia,india,5,english,hindi,0,9266.258423650024,26100.0
24,australia,indonesia,8,english,bahasa,0,4586.06499498286,25800.0
25,australia,ireland,1,english,english,1,14981.619926000965,-600.0
26,australia,italy,5,english,italian,0,16188.216238574158,2300.0
27,australia,japan,5,english,japanese,0,8264.778124909786,800.0
28,australia,"korea, republic of",1,english,,0,8334.09598272499,
29,australia,lao people's democratic republic,1,english,,0,7728.689054650265,
30,australia,malaysia,19,english,bahasa,0,5515.377656756164,20000.0
31,australia,mexico,2,english,spanish,0,14268.200542523271,20000.0
32,australia,netherlands,5,english,dutch,0,16597.63257367317,400.0
33,australia,new zealand,18,english,english,1,2170.5805819108614,7400.0
34,australia,norway,5,english,norwegian,0,15841.41594143324,-8800.0
35,australia,oman,1,english,arabic,0,10655.009858932732,15900.0
36,australia,paraguay,1,english,spanish,0,12771.163523079696,24300.0
37,australia,philippines,2,english,filipino,0,6308.343823372412,24400.0
38,australia,poland,1,english,polish,0,15644.126522386006,17900.0
39,australia,qatar,1,english,arabic,0,11978.278669779365,7500.0
40,australia,saint pierre and miquelon,1,english,,0,18212.49658631103,
41,australia,saudi arabia,3,english,arabic,0,12492.629041312231,17200.0
42,australia,singapore,28,english,english,1,6277.989118126038,5300.0
43,australia,sint maarten (dutch part),1,english,,0,16512.93845452328,
44,australia,south africa,1,english,isizulu,0,11069.032527453775,18300.0
45,australia,spain,2,english,castilian,0,17200.131473894337,7000.0
46,australia,sweden,12,english,swedish,0,15307.0106155207,2200.0
47,australia,switzerland,3,english,german,0,16311.493874465843,-3700.0
48,australia,syrian arab republic,1,english,,0,13706.84198176984,
49,australia,"taiwan, province of china",3,english,,0,6686.202955903434,
50,australia,thailand,14,english,thai,0,7144.791760757731,21600.0
51,australia,turkey,1,english,turkish,0,14630.68234004628,22300.0
52,australia,united arab emirates,8,english,arabic,0,11365.90102197733,5800.0
53,australia,united kingdom,24,english,english,1,15942.351383606227,1300.0
54,australia,united states,44,english,english,1,14221.763114735455,-8800.0
55,australia,vanuatu,1,english,bislama,0,2487.1263446928047,26100.0
56,australia,viet nam,3,english,,0,6793.241443458909,
57,austria,australia,1,german,english,0,15646.902371498674,1000.0
58,austria,belgium,10,german,dutch,0,910.7196087481483,900.0
59,austria,bulgaria,4,german,bulgarian,0,895.1056741056059,22400.0
60,austria,canada,4,german,english,0,7765.660386103472,200.0
61,austria,china,1,german,chinese,0,7495.886456048298,25000.0
62,austria,croatia,13,german,croatian,0,392.3442588649962,19400.0
63,austria,czech republic,10,german,greek,0,263.3657090461975,14300.0
64,austria,denmark,4,german,danish,0,870.647753032294,-1100.0
65,austria,egypt,2,german,arabic,0,2775.328686218726,26000.0
66,austria,finland,2,german,finnish,0,1538.928171365887,2600.0
67,austria,france,4,german,french,0,861.0842427531906,2400.0
68,austria,germany,98,german,german,1,502.8882942096163,2400.0
69,austria,greece,4,german,greek,0,1435.75999098266,10000.0
70,austria,holy see (vatican city state),1,german,,0,763.9974372237999,
71,austria,hungary,9,german,hungarian,0,220.40951747150189,16100.0
72,austria,iceland,2,german,icelandic,0,2812.870715190747,-900.0
73,austria,indonesia,1,german,bahasa,0,10550.185552657236,26800.0
74,austria,ireland,1,german,english,0,1707.4559154585334,400.0
75,austria,italy,27,german,italian,0,703.8355535860783,3300.0
76,austria,japan,1,german,japanese,0,9132.840186455145,1800.0
77,austria,"korea, republic of",1,german,,0,8701.375481817573,
78,austria,"macedonia, the former yugoslav republic of",1,german,,0,801.6856559629432,
79,austria,malta,2,german,maltese,0,1375.7537190467326,12300.0
80,austria,monaco,1,german,french,0,850.0723204937792,3000.0
81,austria,netherlands,5,german,dutch,0,944.3614469394196,1400.0
82,austria,norway,3,german,norwegian,0,1344.803139196957,-7800.0
83,austria,poland,2,german,polish,0,333.00033892513113,18900.0
84,austria,portugal,1,german,portuguese,0,2296.8940733976174,12000.0
85,austria,romania,2,german,romanian,0,818.0577026726818,23000.0
86,austria,russian federation,2,german,,0,1607.3409025731155,
87,austria,serbia,2,german,serbian,0,513.7342191961126,27800.0
88,austria,singapore,1,german,english,0,9964.867002268033,6300.0
89,austria,slovenia,2,german,slovene,0,315.6404649291022,11000.0
90,austria,spain,15,german,castilian,0,1698.4606579108386,8000.0
91,austria,sri lanka,1,german,sinhala,0,7589.904242513107,26300.0
92,austria,sweden,10,german,swedish,0,1224.6303725357739,3200.0
93,austria,switzerland,11,german,german,1,453.5083523935398,-2700.0
94,austria,thailand,1,german,thai,0,8463.416070454803,22600.0
95,austria,turkey,3,german,turkish,0,1592.9957975490825,23300.0
96,austria,united arab emirates,5,german,arabic,0,4308.424459570977,6800.0
97,austria,united kingdom,25,german,english,0,1212.1396661769752,2300.0
98,austria,united states,29,german,english,0,8262.2620068201,-7800.0
99,austria,åland islands,1,german,,0,1342.4533188183195,
100,bahamas,canada,2,azerbaijani,english,0,3157.4086291540025,
101,bahamas,united kingdom,1,azerbaijani,english,0,6962.812417443109,
102,bahamas,united states,1,azerbaijani,english,0,1531.2297137588296,
103,bahrain,united states,1,arabic,english,0,12122.438580172857,-20900.0
104,belgium,albania,1,dutch,albanian,0,1630.2712889886807,24600.0
105,belgium,argentina,4,dutch,spanish,0,11315.289713609225,17900.0
106,belgium,australia,1,dutch,english,0,13628.347137527237,100.0
107,belgium,austria,20,dutch,german,0,792.8745150286445,-900.0
108,belgium,barbados,1,dutch,english,0,7078.892501391351,13400.0
109,belgium,"bolivia, plurinational state of",1,dutch,,0,10249.714224764428,
110,belgium,bosnia and herzegovina,1,dutch,bosnian,0,1329.2594232526944,
111,belgium,bulgaria,2,dutch,bulgarian,0,1785.8004581102707,21500.0
112,belgium,canada,7,dutch,english,0,5694.118580767843,-700.0
113,belgium,china,8,dutch,chinese,0,8320.417844026924,24100.0
114,belgium,colombia,1,dutch,spanish,0,8768.64830266087,22800.0
115,belgium,croatia,12,dutch,croatian,0,1204.7028283604238,18500.0
116,belgium,cyprus,1,dutch,greek,0,2943.632636837525,9900.0
117,belgium,czech republic,7,dutch,greek,0,924.4213169561737,13400.0
118,belgium,denmark,13,dutch,danish,0,735.8534857417668,-2000.0
119,belgium,dominican republic,4,dutch,spanish,0,7237.667691616888,23100.0
120,belgium,egypt,6,dutch,arabic,0,3638.6479111269477,25100.0
121,belgium,estonia,2,dutch,estonian,0,1586.1947196270894,16800.0
122,belgium,finland,5,dutch,finnish,0,1607.4889623612185,1700.0
123,belgium,france,187,dutch,french,0,555.605470973075,1500.0
124,belgium,germany,70,dutch,german,0,517.5958573448568,1500.0
125,belgium,gibraltar,1,dutch,,0,1846.5134028428151,11600.0
126,belgium,greece,23,dutch,greek,0,2209.657967797082,9100.0
127,belgium,holy see (vatican city state),10,dutch,,0,1181.736441444824,
128,belgium,hong kong,2,dutch,,0,9362.623953811317,300.0
129,belgium,hungary,10,dutch,hungarian,0,1148.0894454451834,15200.0
130,belgium,iceland,2,dutch,icelandic,0,2148.660984533852,-1800.0
131,belgium,india,2,dutch,hindi,0,7312.141624624859,26200.0
132,belgium,indonesia,3,dutch,bahasa,0,12112.64850986957,25900.0
133,belgium,ireland,9,dutch,english,0,816.9836729784982,-500.0
134,belgium,israel,1,dutch,hebrew,0,3245.955164148522,9300.0
135,belgium,italy,41,dutch,italian,0,1015.0039662767871,2400.0
136,belgium,japan,2,dutch,japanese,0,9415.142951527794,900.0
137,belgium,kazakhstan,1,dutch,kazakh,0,3230.986523797069,22800.0
138,belgium,latvia,2,dutch,latvian,0,1496.3412439823676,18900.0
139,belgium,luxembourg,3,dutch,luxembourgish,0,242.29288046630222,-26000.0
140,belgium,"macedonia, the former yugoslav republic of",1,dutch,,0,1639.6618651711767,
141,belgium,malaysia,2,dutch,bahasa,0,10256.696954173862,20100.0
142,belgium,martinique,1,dutch,,0,7025.22776181248,14700.0
143,belgium,mexico,2,dutch,spanish,0,9376.566353486434,20100.0
144,belgium,monaco,4,dutch,french,0,855.8806167566834,2100.0
